,DATE,HOUR,Avg Relative Humidity[%],Avg Specific Humidity[g/Kg],Wind Speed[m/s],Avg Temp[deg C],Solar Power[KW]
0,1/1/2015,1,60.3718,0.9938,3.8032,-6.8523,3.501
1,1/1/2015,2,59.0476,1.0398,3.7096,-7.1717,4.523
2,1/1/2015,3,62.379,1.1632,2.4968,-7.3151,0.458
3,1/1/2015,4,63.2333,1.2544,3.7711,-7.8468,0.566
4,1/1/2015,5,63.9393,1.2493,1.8259,-7.7747,0.398
5,1/1/2015,6,62.4863,1.2187,2.4815,-7.6467,0.317
6,1/1/2015,7,57.1677,1.1082,1.0171,-7.2732,0.203
7,1/1/2015,8,57.0789,1.1235,2.0922,-6.3106,0.145
8,1/1/2015,9,56.5409,1.4862,4.6892,-4.408,0.096
9,1/1/2015,10,52.6945,1.5882,3.824,-4.2756,0.048
10,1/1/2015,11,50.1163,1.5934,3.0537,-4.681,0.018
11,1/1/2015,12,50.4004,1.4481,3.5327,-6.0339,0
12,1/1/2015,13,48.7252,1.4303,3.9396,-5.6805,0
13,1/1/2015,14,42.3557,1.2601,3.5394,-5.4636,0
14,1/1/2015,15,38.623,1.1866,1.3752,-5.1064,0
15,1/1/2015,16,43.2378,1.3607,3.1902,-4.6097,0
16,1/1/2015,17,50.0313,1.5057,3.0941,-4.805,0
17,1/1/2015,18,55.613,1.7168,4.0913,-4.1277,0
18,1/1/2015,19,61.2047,1.8992,4.4373,-4.2304,0
19,1/1/2015,20,75.3899,2.2237,2.6267,-5.2679,0
20,1/1/2015,21,95.4852,2.5043,2.4535,-6.2819,0
21,1/1/2015,22,98.0606,2.4283,2.3128,-5.6615,0.025
22,1/1/2015,23,86.0744,2.3856,2.0124,-4.5494,0.150
23,1/2/2015,0,87.9326,2.4189,2.1845,-4.4313,0.324
24,1/2/2015,1,71.5167,2.2392,3.5457,-4.2767,0.490
25,1/2/2015,2,72.7878,2.1703,3.8065,-4.3006,0.604
26,1/2/2015,3,74.3521,2.0403,3.3412,-4.4308,0.513
27,1/2/2015,4,76.3922,1.9857,3.4403,-4.3002,0.486
28,1/2/2015,5,76.3268,1.9815,2.6837,-4.3915,0.483
29,1/2/2015,6,78.4584,1.9411,0.9098,-4.3937,0.490
30,1/2/2015,7,78.9596,1.8546,2.1673,-3.9451,0.415
31,1/2/2015,8,77.9053,1.9197,2.7751,-3.9562,0.308
32,1/2/2015,9,70.5618,2.1309,3.2545,-3.5415,0.227
33,1/2/2015,10,65.9591,2.5084,4.1394,-1.9807,0.139
34,1/2/2015,11,61.3325,2.6687,4.9051,-1.3947,0.034
35,1/2/2015,12,61.1415,2.792,4.9086,-1.3515,0
36,1/2/2015,13,60.0332,2.9255,4.2544,-0.6273,0
37,1/2/2015,14,55.1967,2.8392,3.7559,-0.0401,0
38,1/2/2015,15,54.5982,2.8196,3.8099,0.1724,0
39,1/2/2015,16,61.7851,2.6543,4.644,0.5654,0
40,1/2/2015,17,67.1249,2.4233,3.1673,-0.1115,0
41,1/2/2015,18,68.8971,2.3888,3.5636,-0.0054,0
42,1/2/2015,19,67.2499,2.304,3.5522,-0.1515,0
43,1/2/2015,20,64.9909,2.2488,4.1494,-0.2775,0
44,1/2/2015,21,65.4335,2.3051,5.1094,0.2485,0
45,1/2/2015,22,60.968,2.2894,5.8027,0.7779,0.020
46,1/2/2015,23,62.9888,2.244,2.2245,0.5085,0.078
47,1/3/2015,0,59.6528,2.2402,2.2283,0.5723,0.142
48,1/3/2015,1,59.6179,2.1175,2.0461,0.5815,0.222
49,1/3/2015,2,57.2467,2.1351,1.2412,-0.4245,0.296
50,1/3/2015,3,60.6925,2.1204,1.7186,-0.4878,0.377
51,1/3/2015,4,57.8103,2.1208,2.4472,0.1433,0.417
52,1/3/2015,5,53.6561,2.102,2.648,0.8975,0.439
53,1/3/2015,6,49.5964,2.3008,6.2607,1.8023,0.466
54,1/3/2015,7,45.8607,2.4436,7.0636,2.2945,0.471
55,1/3/2015,8,46.4798,2.489,4.5337,2.6536,0.439
56,1/3/2015,9,47.3991,2.6445,4.118,3.1417,0.314
57,1/3/2015,10,56.151,2.5708,2.596,0.2186,0.147
58,1/3/2015,11,56.0185,2.5804,2.5552,-0.0918,0.033
59,1/3/2015,12,53.809,2.6707,3.3953,0.5914,0
60,1/3/2015,13,83.8871,3.0261,2.1307,-4.0165,0
61,1/3/2015,14,96.1811,3.3514,1.9927,-4.1734,0
62,1/3/2015,15,99.4983,2.9216,6.1672,-6.2369,0
63,1/3/2015,16,99.9403,2.2308,4.7293,-9.2165,0
64,1/3/2015,17,99.1652,1.9034,2.9675,-10.8078,0
65,1/3/2015,18,99.1382,1.7505,4.302,-11.5373,0
66,1/3/2015,19,98.1459,1.5298,5.3366,-12.3315,0
67,1/3/2015,20,98.7639,1.4093,4.8312,-13.5813,0
68,1/3/2015,21,98.2802,1.3452,4.8668,-14.0452,0
69,1/3/2015,22,98.7756,1.3353,4.0951,-14.3361,0
70,1/3/2015,23,98.5913,1.2592,4.1471,-15.1351,0.139
71,1/4/2015,0,97.3379,1.1347,3.4695,-15.8525,0.354
72,1/4/2015,1,96.6464,1.0267,2.066,-16.331,0.546
73,1/4/2015,2,93.975,0.9167,2.2233,-16.5894,0.691
74,1/4/2015,3,95.1116,0.899,3.0823,-15.795,0.785
75,1/4/2015,4,94.802,0.9625,2.0508,-15.0549,0.832
76,1/4/2015,5,95.4775,0.9937,1.3288,-15.0188,0.831
77,1/4/2015,6,95.3887,1.0186,1.5225,-14.5071,0.785
78,1/4/2015,7,95.3258,1.05,3.5631,-12.771,0.692
79,1/4/2015,8,97.3024,1.0886,3.3949,-10.926,0.553
80,1/4/2015,9,97.6929,1.3013,4.2365,-8.2138,0.370
81,1/4/2015,10,95.7206,1.5655,6.1698,-4.0294,0.163
82,1/4/2015,11,52.0058,1.9935,10.3847,1.1608,0.006
83,1/4/2015,12,47.4481,1.683,7.7164,-0.5139,0
84,1/4/2015,13,61.2116,1.6234,3.8721,-3.1342,0
85,1/4/2015,14,56.5623,1.8573,3.0098,-3.3858,0
86,1/4/2015,15,45.7412,2.147,4.6583,-0.0204,0
87,1/4/2015,16,45.4691,2.1237,4.3025,1.8703,0
88,1/4/2015,17,52.4643,2.1173,4.6002,-0.3916,0
89,1/4/2015,18,51.4322,2.0673,3.5458,0.0673,0
90,1/4/2015,19,37.458,2.064,5.2329,3.7717,0
91,1/4/2015,20,41.4784,2.1367,8.6652,3.1362,0
92,1/4/2015,21,39.1486,2.1339,5.9408,3.7514,0
93,1/4/2015,22,33.0788,2.1001,5.7933,5.4469,0
94,1/4/2015,23,73.394,1.4087,5.6374,-8.4486,0.127
95,1/5/2015,0,90.5761,1.3063,4.6917,-12.8067,0.345
96,1/5/2015,1,93.6023,1.2306,3.3645,-11.0284,0.535
97,1/5/2015,2,96.0814,1.1633,2.9537,-11.4681,0.677
98,1/5/2015,3,95.9,1.1325,3.9324,-8.6938,0.767
99,1/5/2015,4,46.8234,2.8665,13.3464,5.9957,0.810
100,1/5/2015,5,46.103,2.3615,6.0967,5.2706,0.808
101,1/5/2015,6,42.1562,2.4905,6.1264,5.7454,0.763
102,1/5/2015,7,38.8858,2.7749,10.4777,6.691,0.673
103,1/5/2015,8,38.7756,2.7949,10.0133,6.9072,0.537
104,1/5/2015,9,37.8994,3.2565,12.7673,8.9366,0.359
105,1/5/2015,10,38.173,3.6151,7.4795,10.2418,0.161
106,1/5/2015,11,39.4783,3.8513,9.8621,10.7961,0.012
107,1/5/2015,12,39.8858,4.0612,9.93,11.4903,0
108,1/5/2015,13,41.2223,4.2831,8.8104,11.8873,0
109,1/5/2015,14,42.677,4.4502,12.6224,11.9698,0
110,1/5/2015,15,44.1366,4.5781,13.1898,11.8974,0
111,1/5/2015,16,42.4657,4.5988,8.1221,12.5732,0
112,1/5/2015,17,43.6393,4.6796,10.117,12.5064,0
113,1/5/2015,18,43.6723,4.7031,7.4326,12.3478,0
114,1/5/2015,19,42.4535,4.7744,5.5275,13.1263,0
115,1/5/2015,20,44.6774,4.8556,10.7942,13.019,0
116,1/5/2015,21,47.5531,4.9663,16.1766,12.2809,0
117,1/5/2015,22,46.7378,4.8919,4.7806,12.3459,0
118,1/5/2015,23,48.8487,4.8083,4.1677,12.1636,0.127
119,1/6/2015,0,51.7936,4.7215,3.3985,10.9569,0.354
120,1/6/2015,1,88.8866,4.1985,6.2695,0.2613,0.552
121,1/6/2015,2,99.6961,4.0386,4.6977,-1.7417,0.698
122,1/6/2015,3,100.0,3.9135,4.9928,-2.3872,0.791
123,1/6/2015,4,100.0,3.7664,4.6891,-2.4325,0.836
124,1/6/2015,5,100.0,3.6359,3.3945,-1.1669,0.836
125,1/6/2015,6,98.9471,3.8842,4.2498,6.4627,0.790
126,1/6/2015,7,67.6605,4.8941,5.5364,9.7081,0.697
127,1/6/2015,8,63.872,4.2287,4.0512,8.6439,0.557
128,1/6/2015,9,68.7835,4.3386,2.7356,8.9223,0.372
129,1/6/2015,10,66.9089,4.4476,2.2921,6.5874,0.165
130,1/6/2015,11,66.5737,4.7859,2.5891,8.4751,0.008
131,1/6/2015,12,40.5543,4.4204,7.8815,12.2049,0
132,1/6/2015,13,39.0372,4.4399,7.5507,12.6625,0
133,1/6/2015,14,43.5147,4.5267,7.2734,11.8247,0
134,1/6/2015,15,50.4047,4.5428,8.3646,10.7223,0
135,1/6/2015,16,41.8965,4.3809,11.5712,11.8746,0
136,1/6/2015,17,42.0424,4.3338,13.4122,11.7653,0
137,1/6/2015,18,43.0972,4.3288,11.8201,11.31,0
138,1/6/2015,19,44.3034,4.3761,12.0308,11.169,0
139,1/6/2015,20,45.2584,4.4317,11.3584,11.0841,0
140,1/6/2015,21,44.2271,4.3226,8.1535,10.9561,0
141,1/6/2015,22,44.4745,4.29,10.8481,10.7331,0
142,1/6/2015,23,84.527,3.9483,9.5498,0.3034,0.130
143,1/7/2015,0,100.0,3.5095,3.7247,-3.8151,0.348
144,1/7/2015,1,100.0,3.0711,3.337,-5.3763,0.543
145,1/7/2015,2,100.0,2.8083,2.4338,-6.4704,0.687
146,1/7/2015,3,100.0,2.5645,2.3643,-7.5119,0.777
147,1/7/2015,4,100.0,2.32,2.3072,-8.6262,0.817
148,1/7/2015,5,99.9963,2.1104,1.9537,-9.6941,0.813
149,1/7/2015,6,99.9974,2.0474,1.6456,-9.997,0.766
150,1/7/2015,7,99.9325,1.9542,1.5207,-10.5433,0.675
151,1/7/2015,8,99.9222,1.883,1.3816,-10.9638,0.540
152,1/7/2015,9,99.9394,1.8628,1.182,-11.0546,0.364
153,1/7/2015,10,99.9224,1.8873,1.3706,-10.9579,0.167
154,1/7/2015,11,99.9996,1.9584,1.4789,-10.6073,0.029
155,1/7/2015,12,99.9856,2.1718,2.2122,-9.7533,0
156,1/7/2015,13,99.9548,2.2756,2.6204,-9.4305,0
157,1/7/2015,14,99.6765,2.4321,2.6553,-8.6757,0
158,1/7/2015,15,99.973,2.4663,1.8125,-8.286,0
159,1/7/2015,16,99.9233,2.4688,0.71,-7.9636,0
160,1/7/2015,17,99.4655,2.3174,0.3284,-8.011,0
161,1/7/2015,18,99.1881,2.2143,1.3985,-7.4607,0
162,1/7/2015,19,98.9445,2.2503,1.2326,-6.8317,0
163,1/7/2015,20,98.413,2.5872,3.158,-3.9238,0
164,1/7/2015,21,97.6292,3.7454,2.861,6.0459,0
165,1/7/2015,22,74.2628,4.345,2.0905,9.2685,0.018
166,1/7/2015,23,59.3592,5.0618,3.578,11.7639,0.135
167,1/8/2015,0,29.0051,3.1933,14.7278,13.797,0.322
168,1/8/2015,1,19.7506,2.3082,14.1948,13.9519,0.505
169,1/8/2015,2,21.3397,2.3527,11.3476,13.2806,0.644
170,1/8/2015,3,23.1458,2.4849,10.0926,12.859,0.763
171,1/8/2015,4,21.6007,2.4633,7.3061,13.4629,0.810
172,1/8/2015,5,26.6746,2.5486,4.1092,12.4796,0.807
173,1/8/2015,6,25.2764,2.5548,4.1224,12.7249,0.754
174,1/8/2015,7,24.158,2.4961,4.1568,12.1446,0.642
175,1/8/2015,8,26.2192,2.7069,7.9244,11.6708,0.472
176,1/8/2015,9,26.935,2.9022,5.4594,11.9213,0.277
177,1/8/2015,10,34.7619,3.2778,4.0561,9.5523,0.127
178,1/8/2015,11,51.7695,3.8965,3.1722,5.5167,0.029
179,1/8/2015,12,51.1138,4.1521,6.6583,5.9601,0
180,1/8/2015,13,49.2524,4.1125,7.9529,6.451,0
181,1/8/2015,14,47.7616,4.0645,7.2474,6.7395,0
182,1/8/2015,15,48.4647,4.0005,6.209,6.5525,0
183,1/8/2015,16,51.6065,3.8774,5.3371,5.8686,0
184,1/8/2015,17,63.468,3.813,4.994,4.3838,0
185,1/8/2015,18,79.01,4.0502,4.0575,1.7252,0
186,1/8/2015,19,90.6786,4.2231,4.7733,-0.4271,0
187,1/8/2015,20,98.8737,4.0602,3.9769,-2.085,0
188,1/8/2015,21,99.9993,3.2389,5.4267,-4.8217,0
189,1/8/2015,22,100.0,3.0431,4.5734,-5.6363,0.010
190,1/8/2015,23,100.0,2.8832,4.6958,-6.3927,0.063
191,1/9/2015,0,100.0,2.5687,4.0598,-7.6044,0.149
192,1/9/2015,1,99.9978,2.3236,3.384,-8.5553,0.234
193,1/9/2015,2,99.9457,2.0776,2.9095,-9.7804,0.404
194,1/9/2015,3,99.703,2.1254,5.5596,-9.3686,0.452
195,1/9/2015,4,99.8838,2.1455,4.3573,-9.2692,0.475
196,1/9/2015,5,99.9636,2.18,1.5247,-9.1843,0.523
197,1/9/2015,6,99.9709,2.1601,2.1617,-9.3959,0.529
198,1/9/2015,7,99.9241,2.0934,1.3117,-9.7038,0.503
199,1/9/2015,8,99.9443,2.0857,1.0989,-9.7526,0.428
200,1/9/2015,9,99.9992,2.1576,1.01,-9.4683,0.293
201,1/9/2015,10,100.0,2.32,1.1253,-8.7459,0.147
202,1/9/2015,11,100.0,2.5553,1.2559,-7.7726,0.032
203,1/9/2015,12,100.0,2.6931,1.2915,-7.1517,0
204,1/9/2015,13,100.0,2.8181,1.0857,-6.6676,0
205,1/9/2015,14,100.0,2.9062,1.1942,-6.349,0
206,1/9/2015,15,99.9995,2.9329,1.298,-6.1684,0
207,1/9/2015,16,99.9741,2.7856,0.8422,-6.5488,0
208,1/9/2015,17,100.0,2.7769,0.4329,-6.5362,0
209,1/9/2015,18,100.0,2.7854,0.3497,-6.484,0
210,1/9/2015,19,100.0,2.8651,1.2034,-6.1253,0
211,1/9/2015,20,100.0,2.9701,1.214,-5.7677,0
212,1/9/2015,21,100.0,2.9642,0.6721,-5.8131,0
213,1/9/2015,22,100.0,2.8889,0.5084,-6.1011,0.008
214,1/9/2015,23,100.0,2.8139,1.0273,-6.4575,0.140
215,1/10/2015,0,99.8316,2.8664,1.4702,-3.5198,0.326
216,1/10/2015,1,99.7978,3.4136,2.1117,-0.7689,0.508
217,1/10/2015,2,99.8158,3.6729,2.0758,3.4693,0.644
218,1/10/2015,3,76.1203,4.4984,4.8294,7.6982,0.720
219,1/10/2015,4,76.7109,4.7195,3.1017,8.2721,0.740
220,1/10/2015,5,56.3699,4.7064,4.684,9.3789,0.673
221,1/10/2015,6,42.767,3.5279,5.7811,9.1362,0.637
222,1/10/2015,7,34.5937,2.9267,8.1731,9.1961,0.511
223,1/10/2015,8,34.3507,2.9334,9.6855,9.2707,0.366
224,1/10/2015,9,36.9951,3.0675,6.3798,9.0535,0.219
225,1/10/2015,10,41.9457,3.0953,3.2366,7.8171,0.111
226,1/10/2015,11,46.5384,3.433,2.008,7.133,0.027
227,1/10/2015,12,43.9895,3.9388,1.9345,8.6349,0
228,1/10/2015,13,41.8605,4.141,4.1767,9.6172,0
229,1/10/2015,14,34.7388,3.543,2.7578,9.9825,0
230,1/10/2015,15,34.0847,3.6634,2.9665,10.6396,0
231,1/10/2015,16,33.5947,3.4752,6.3164,10.7833,0
232,1/10/2015,17,41.1077,3.42,3.6597,9.135,0
233,1/10/2015,18,50.4377,3.4259,3.8424,8.2412,0
234,1/10/2015,19,48.8728,3.5731,1.1845,8.0818,0
235,1/10/2015,20,58.6321,3.6823,2.8974,6.1416,0
236,1/10/2015,21,65.9403,3.8759,4.2875,5.4295,0
237,1/10/2015,22,71.0363,3.5911,3.3139,1.7762,0
238,1/10/2015,23,79.3099,3.7034,2.6045,0.8388,0.134
239,1/11/2015,0,77.9573,3.7109,1.9101,0.9544,0.308
240,1/11/2015,1,76.1225,3.5496,1.6169,2.2593,0.475
241,1/11/2015,2,66.2253,3.4324,1.98,4.1838,0.609
242,1/11/2015,3,65.2812,3.456,1.5283,5.0175,0.635
243,1/11/2015,4,56.3128,3.322,1.9406,6.5037,0.514
244,1/11/2015,5,53.3655,3.2731,1.2639,6.5674,0.402
245,1/11/2015,6,61.4319,3.4536,1.1498,6.4269,0.279
246,1/11/2015,7,68.9097,3.5824,2.5168,4.1564,0.281
247,1/11/2015,8,65.4759,3.8076,2.5588,6.2522,0.339
248,1/11/2015,9,69.579,3.5992,2.4191,1.843,0.252
249,1/11/2015,10,67.1144,3.6151,2.9153,2.3102,0.126
250,1/11/2015,11,62.5871,3.6808,4.6649,3.2369,0.021
251,1/11/2015,12,60.3306,3.8582,4.6554,3.5251,0
252,1/11/2015,13,72.3451,4.5071,3.0658,3.0528,0
253,1/11/2015,14,75.5036,4.9208,2.267,3.4202,0
254,1/11/2015,15,85.4699,4.9508,4.3041,2.2181,0
255,1/11/2015,16,90.2125,4.9497,1.1086,1.7489,0
256,1/11/2015,17,92.3575,4.975,1.3343,1.7537,0
257,1/11/2015,18,98.5939,5.0443,2.0063,1.2795,0
258,1/11/2015,19,100.0,5.0059,1.9941,1.0869,0
259,1/11/2015,20,100.0,4.8423,2.1362,0.2035,0
260,1/11/2015,21,100.0,4.3786,3.9219,-1.1401,0
261,1/11/2015,22,99.7036,4.0995,3.9367,-1.8492,0
262,1/11/2015,23,99.6982,4.0002,2.6068,-2.1467,0.137
263,1/12/2015,0,99.093,3.7036,3.0092,-3.1235,0.329
264,1/12/2015,1,100.0,3.5,1.7245,-3.853,0.503
265,1/12/2015,2,100.0,3.4879,1.4609,-3.8917,0.634
266,1/12/2015,3,100.0,3.3995,2.3549,-4.1506,0.720
267,1/12/2015,4,100.0,3.2498,1.7578,-4.7183,0.761
268,1/12/2015,5,100.0,3.2168,1.7228,-4.7939,0.760
269,1/12/2015,6,100.0,3.1704,1.3726,-4.9593,0.717
270,1/12/2015,7,100.0,2.9247,1.6345,-5.9325,0.633
271,1/12/2015,8,100.0,2.7964,1.8343,-6.4887,0.507
272,1/12/2015,9,100.0,2.7804,0.8351,-6.5418,0.342
273,1/12/2015,10,100.0,2.7936,1.2454,-6.514,0.158
274,1/12/2015,11,100.0,2.8141,1.1405,-6.4619,0.022
275,1/12/2015,12,100.0,2.8221,1.4815,-6.4862,0
276,1/12/2015,13,100.0,2.6962,1.9265,-7.1159,0
277,1/12/2015,14,100.0,2.6577,1.747,-7.2497,0
278,1/12/2015,15,100.0,2.6616,1.2241,-7.197,0
279,1/12/2015,16,100.0,2.6669,1.2066,-7.156,0
280,1/12/2015,17,100.0,2.6551,0.954,-7.1338,0
281,1/12/2015,18,100.0,2.6678,0.9512,-7.0795,0
282,1/12/2015,19,100.0,2.6793,0.9672,-7.0216,0
283,1/12/2015,20,100.0,2.6801,0.6571,-6.978,0
284,1/12/2015,21,100.0,2.6979,0.3286,-6.8844,0
285,1/12/2015,22,100.0,2.7321,0.3284,-6.7608,0
286,1/12/2015,23,100.0,2.7622,0.3284,-6.5969,0.123
287,1/13/2015,0,100.0,2.7853,0.3284,-6.4814,0.340
288,1/13/2015,1,100.0,2.7997,0.3284,-6.4878,0.530
289,1/13/2015,2,100.0,2.8009,0.3284,-6.4638,0.668
290,1/13/2015,3,100.0,2.8015,0.3284,-6.4568,0.752
291,1/13/2015,4,100.0,2.7996,0.3284,-6.4714,0.789
292,1/13/2015,5,100.0,2.7913,0.3284,-6.5026,0.783
293,1/13/2015,6,100.0,2.8094,0.3284,-6.4065,0.738
294,1/13/2015,7,100.0,2.8835,0.3284,-6.071,0.650
295,1/13/2015,8,100.0,2.9344,0.3284,-5.8403,0.520
296,1/13/2015,9,100.0,3.2576,0.3284,-5.0298,0.349
297,1/13/2015,10,100.0,3.8887,0.3284,-2.7071,0.159
298,1/13/2015,11,100.0,4.0844,1.0596,-1.8482,0.015
299,1/13/2015,12,100.0,4.236,2.4604,-1.6632,0
300,1/13/2015,13,100.0,4.2854,2.0101,-1.8573,0
301,1/13/2015,14,100.0,4.4051,2.7388,-1.4735,0
302,1/13/2015,15,100.0,4.1216,2.667,-2.0934,0
303,1/13/2015,16,100.0,3.9429,2.2264,-2.4663,0
304,1/13/2015,17,100.0,3.9103,1.05,-2.4445,0
305,1/13/2015,18,100.0,3.8874,1.4406,-2.531,0
306,1/13/2015,19,100.0,3.7687,0.8952,-2.7973,0
307,1/13/2015,20,100.0,3.7441,1.3045,-2.876,0
308,1/13/2015,21,100.0,3.6964,2.1465,-3.235,0
309,1/13/2015,22,100.0,3.6009,1.6396,-3.4898,0
310,1/13/2015,23,100.0,3.5195,1.3376,-3.7283,0.119
311,1/14/2015,0,99.9996,3.4876,0.9216,-3.8431,0.327
312,1/14/2015,1,99.9971,3.4869,0.4762,-3.6193,0.505
313,1/14/2015,2,99.9981,3.5116,1.0134,-3.5207,0.637
314,1/14/2015,3,99.9989,3.5172,3.4823,-3.6019,0.722
315,1/14/2015,4,100.0,3.4321,2.9668,-3.8002,0.760
316,1/14/2015,5,99.9969,3.1907,3.2693,-4.1014,0.757
317,1/14/2015,6,98.6864,2.7782,1.7128,-4.3818,0.712
318,1/14/2015,7,97.1665,2.8321,2.9316,-4.7149,0.627
319,1/14/2015,8,98.7204,2.5158,1.3513,-4.8457,0.500
320,1/14/2015,9,99.4205,3.1745,2.2293,-4.421,0.336
321,1/14/2015,10,96.1375,3.6973,3.0371,-3.5417,0.155
322,1/14/2015,11,93.1722,3.9022,2.0379,-2.4398,0.020
323,1/14/2015,12,99.5332,4.5252,1.3027,-1.1843,0
324,1/14/2015,13,99.8393,4.8162,1.5068,-0.2117,0
325,1/14/2015,14,96.5043,5.2935,1.2058,1.5096,0
326,1/14/2015,15,77.3275,4.6599,1.7666,2.4912,0
327,1/14/2015,16,65.4498,3.8007,1.4404,2.3505,0
328,1/14/2015,17,73.1583,3.8288,0.87,1.7993,0
329,1/14/2015,18,80.4323,3.6312,1.674,2.0286,0
330,1/14/2015,19,76.9386,3.2705,2.2559,3.0036,0
331,1/14/2015,20,67.034,3.1366,2.0513,3.1516,0
332,1/14/2015,21,52.2113,2.566,1.4326,3.9445,0
333,1/14/2015,22,43.475,2.2468,3.7238,3.8081,0
334,1/14/2015,23,38.1617,2.0187,3.7451,3.6817,0.119
335,1/15/2015,0,33.9366,1.8402,3.75,3.7311,0.315
336,1/15/2015,1,31.966,1.7891,4.301,3.9648,0.489
337,1/15/2015,2,29.4193,1.695,3.8973,4.3237,0.620
338,1/15/2015,3,30.4428,1.6488,2.1275,5.3579,0.706
339,1/15/2015,4,31.6438,1.6684,2.3832,5.0893,0.746
340,1/15/2015,5,28.9752,1.5677,3.2544,4.3849,0.744
341,1/15/2015,6,32.3813,1.651,3.5995,3.9253,0.700
342,1/15/2015,7,33.856,1.5997,1.2136,2.7499,0.616
343,1/15/2015,8,38.2935,1.7766,0.4755,2.8009,0.491
344,1/15/2015,9,40.9352,2.1219,0.4562,2.1764,0.327
345,1/15/2015,10,36.5861,2.3611,1.9339,3.6081,0.152
346,1/15/2015,11,33.2694,2.4144,2.8084,5.0496,0.024
347,1/15/2015,12,30.2666,2.5297,4.5135,6.6791,0
348,1/15/2015,13,28.4903,2.7073,5.0317,8.4474,0
349,1/15/2015,14,23.2152,2.346,5.5316,9.4926,0
350,1/15/2015,15,21.9079,2.2947,5.3316,10.1083,0
351,1/15/2015,16,21.5345,2.2068,5.6932,10.5654,0
352,1/15/2015,17,25.3262,2.1937,3.8096,10.0984,0
353,1/15/2015,18,24.2775,1.893,2.0028,9.4537,0
354,1/15/2015,19,22.7248,1.7351,1.4482,10.0682,0
355,1/15/2015,20,22.265,1.6185,2.3326,9.7153,0
356,1/15/2015,21,18.4759,1.5866,8.2012,10.6227,0
357,1/15/2015,22,15.5642,1.305,2.7374,10.8683,0
358,1/15/2015,23,16.2949,1.2799,2.4612,10.4363,0.116
359,1/16/2015,0,18.0517,1.3834,2.8943,10.5237,0.317
360,1/16/2015,1,13.0953,1.2038,2.7528,10.8325,0.492
361,1/16/2015,2,13.3487,1.1869,4.1215,10.9106,0.625
362,1/16/2015,3,11.5458,1.152,7.3789,11.3678,0.710
363,1/16/2015,4,11.796,1.0318,4.0598,10.931,0.752
364,1/16/2015,5,12.9754,1.0649,4.3407,10.9694,0.753
365,1/16/2015,6,11.1807,1.0765,13.8114,10.8827,0.712
366,1/16/2015,7,10.8124,1.0518,10.8039,10.9494,0.631
367,1/16/2015,8,11.0599,0.9787,5.2624,10.4896,0.507
368,1/16/2015,9,10.6715,1.0966,6.9245,11.7378,0.342
369,1/16/2015,10,10.7409,1.1205,9.194,11.8117,0.157
370,1/16/2015,11,10.8838,1.1394,8.7394,11.7594,0.015
371,1/16/2015,12,11.1184,1.0846,8.0539,10.4802,0
372,1/16/2015,13,11.1597,1.2567,9.0124,11.9575,0
373,1/16/2015,14,11.7027,1.3965,8.6894,12.9072,0
374,1/16/2015,15,11.5922,1.381,6.6287,13.2398,0
375,1/16/2015,16,11.8271,1.4666,7.0437,13.7571,0
376,1/16/2015,17,11.7806,1.3633,5.087,13.191,0
377,1/16/2015,18,11.1042,1.2187,4.7446,12.6881,0
378,1/16/2015,19,12.051,1.3246,4.0442,12.6497,0
379,1/16/2015,20,13.0738,1.3722,4.8912,11.7224,0
380,1/16/2015,21,17.0587,1.6794,15.5069,10.5866,0
381,1/16/2015,22,21.1175,2.0382,15.9044,10.2658,0
382,1/16/2015,23,25.0683,2.2513,14.1957,9.2338,0.112
383,1/17/2015,0,27.7357,2.3741,11.9885,8.5834,0.331
384,1/17/2015,1,31.336,2.4718,10.339,7.4814,0.514
385,1/17/2015,2,42.0841,2.9339,6.4896,5.6555,0.648
386,1/17/2015,3,65.0401,3.8467,8.9365,3.0621,0.734
387,1/17/2015,4,61.4249,3.5811,6.8589,3.1441,0.775
388,1/17/2015,5,38.8546,2.3189,7.3538,3.6624,0.774
389,1/17/2015,6,42.0212,2.3769,9.472,2.7503,0.732
390,1/17/2015,7,38.6998,2.1717,13.7771,2.4636,0.646
391,1/17/2015,8,32.3229,1.9011,18.8178,3.0779,0.518
392,1/17/2015,9,31.1474,1.86,14.9485,3.0827,0.348
393,1/17/2015,10,29.6849,1.8423,15.2676,3.3925,0.157
394,1/17/2015,11,23.2039,1.5827,15.7085,4.6182,0.012
395,1/17/2015,12,19.0909,1.4165,17.916,5.7404,0
396,1/17/2015,13,17.3546,1.357,13.5756,6.4313,0
397,1/17/2015,14,16.7994,1.342,15.4962,6.6897,0
398,1/17/2015,15,16.0752,1.2631,17.6572,6.8492,0
399,1/17/2015,16,15.4975,1.2482,16.1295,7.4168,0
400,1/17/2015,17,15.0628,1.1642,15.0402,7.0146,0
401,1/17/2015,18,14.9474,1.1336,15.7696,6.8268,0
402,1/17/2015,19,12.6537,1.013,12.0465,7.7759,0
403,1/17/2015,20,11.0709,0.9406,11.1941,8.746,0
404,1/17/2015,21,10.7125,0.8303,3.6645,8.7057,0
405,1/17/2015,22,11.0626,0.7885,3.4978,8.1849,0
406,1/17/2015,23,13.2435,0.8666,3.2362,7.3244,0.112
407,1/18/2015,0,16.3089,1.0024,4.1412,6.9743,0.318
